,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
636791,30/03/2017 13:51,30/03/2017 13:54,212.592,17th & K St NW / Farragut Square,15th & P St NW,Subscriber
663483,2/04/2017 5:53,2/04/2017 7:06,4412.588,Silver Spring Metro/Colesville Rd & Wayne Ave,Fenton St & Ellsworth Dr ,Customer
1477168,10/06/2017 4:38,10/06/2017 5:11,1968.691,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Jefferson Dr & 14th St SW,Customer
536795,20/03/2017 18:53,20/03/2017 19:03,614.096,25th St & Pennsylvania Ave NW,California St & Florida Ave NW,Subscriber
1711353,28/06/2017 4:34,28/06/2017 4:51,1021.641,5th & F St NW,22nd & I St NW / Foggy Bottom,Subscriber
445384,7/03/2017 8:19,7/03/2017 8:22,150.096,11th & O St NW,8th & O St NW,Subscriber
629503,29/03/2017 18:24,29/03/2017 19:23,3515.1,22nd & P ST NW,Jefferson Memorial,Customer
692526,4/04/2017 10:17,4/04/2017 10:30,723.161,10th & E St NW,4th St & Madison Dr NW,Customer
1265152,24/05/2017 4:27,24/05/2017 4:34,398.979,22nd & I St NW / Foggy Bottom,Georgetown Harbor / 30th St NW,Subscriber
710288,6/04/2017 6:37,6/04/2017 7:06,1725.782,Lincoln Memorial,S Joyce & 16th St S,Subscriber
744449,9/04/2017 8:53,9/04/2017 9:54,3649.897,22nd St & Constitution Ave NW,22nd St & Constitution Ave NW,Customer
419690,3/03/2017 8:43,3/03/2017 8:55,738.716,Columbia Rd & Belmont St NW,15th & K St NW,Subscriber
717982,7/04/2017 7:24,7/04/2017 7:52,1653.314,6th & S Ball St,17th & G St NW,Subscriber
753503,10/04/2017 5:27,10/04/2017 5:50,1373.022,New Hampshire Ave & 24th St NW,4th & E St SW,Subscriber
724714,8/04/2017 3:24,8/04/2017 4:52,5312.218,Lincoln Memorial,Jefferson Dr & 14th St SW,Customer
425198,4/03/2017 8:15,4/03/2017 8:23,487.62,Franklin & S Washington St,King St Metro North / Cameron St,Subscriber
747504,9/04/2017 11:50,9/04/2017 12:13,1396.618,14th & D St NW / Ronald Reagan Building,1st & N St  SE,Customer
1065034,5/05/2017 5:47,5/05/2017 5:50,186.078,37th & O St NW / Georgetown University,Potomac & M St NW,Subscriber
1474648,10/06/2017 2:27,10/06/2017 2:51,1443.331,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Washington & Independence Ave SW/HHS,Customer
1541650,15/06/2017 5:47,15/06/2017 5:54,408.762,4th & C St SW,4th & M St SW,Subscriber
172060,31/01/2017 17:28,31/01/2017 17:37,515.054,2nd St & Massachusetts Ave NE,Maryland & Independence Ave SW,Subscriber
27345,6/01/2017 18:09,6/01/2017 18:38,1779.019,Lynn & 19th St North,Crystal City Metro / 18th & Bell St,Subscriber
1307138,28/05/2017 1:15,28/05/2017 2:07,3089.643,Lamont & Mt Pleasant NW,Columbia Rd & Belmont St NW,Subscriber
771443,11/04/2017 7:29,11/04/2017 7:58,1773.825,17th St & Independence Ave SW,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
37398,10/01/2017 7:48,10/01/2017 8:12,1390.06,Connecticut Ave & Tilden St NW,Metro Center / 12th & G St NW,Subscriber
988990,29/04/2017 4:32,29/04/2017 4:59,1663.212,Fenton St & Gist Ave,14th St & Spring Rd NW,Subscriber
326445,20/02/2017 19:17,20/02/2017 19:21,243.881,Thomas Circle,17th & Corcoran St NW,Subscriber
1279442,25/05/2017 8:23,25/05/2017 8:35,767.148,7th & R St NW / Shaw Library,US Dept of State / Virginia Ave & 21st St NW,Subscriber
279235,15/02/2017 18:38,15/02/2017 18:43,303.435,39th & Veazey St NW,Van Ness Metro / UDC,Subscriber
1055996,4/05/2017 7:06,4/05/2017 7:49,2599.167,17th St & Independence Ave SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1056641,4/05/2017 7:30,4/05/2017 7:49,1133.464,Kennedy Center,Lynn & 19th St North,Subscriber
985549,29/04/2017 1:44,29/04/2017 2:00,922.76,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,18th & C St NW,Customer
1269308,24/05/2017 7:15,24/05/2017 7:25,605.523,Henry Bacon Dr & Lincoln Memorial Circle NW,Iwo Jima Memorial/N Meade & 14th St N,Subscriber
594361,26/03/2017 13:48,26/03/2017 14:01,790.284,Lamont & Mt Pleasant NW,24th & N St NW,Subscriber
766595,11/04/2017 5:03,11/04/2017 5:47,2643.877,14th & D St NW / Ronald Reagan Building,21st & M St NW,Customer
830656,15/04/2017 5:14,15/04/2017 5:18,223.83,17th St & Massachusetts Ave NW,17th & Corcoran St NW,Subscriber
171061,31/01/2017 16:13,31/01/2017 16:30,1013.08,Jefferson Dr & 14th St SW,Jefferson Memorial,Customer
1396634,4/06/2017 3:04,4/06/2017 3:10,394.585,10th & U St NW,17th & Corcoran St NW,Subscriber
455615,8/03/2017 11:37,8/03/2017 11:38,105.904,Fairfax Dr & Kenmore St,Virginia Square Metro / N Monroe St & 9th St N,Subscriber
768397,11/04/2017 5:56,11/04/2017 6:02,352.912,Ballston Metro / N Stuart & 9th St N,Wilson Blvd & N Illinois St ,Subscriber
117562,23/01/2017 12:43,23/01/2017 12:47,198.984,Neal St & Trinidad Ave NE,Gallaudet / 8th St & Florida Ave NE,Subscriber
317835,20/02/2017 8:28,20/02/2017 8:39,655.62,Barton St & 10th St N,N Quincy St & Glebe Rd,Subscriber
1613415,21/06/2017 4:18,21/06/2017 4:25,402.604,Glebe Rd & 11th St N,Virginia Square Metro / N Monroe St & 9th St N,Subscriber
1115635,10/05/2017 7:21,10/05/2017 7:37,969.642,10th St & L'Enfant Plaza SW,19th & G St NW,Subscriber
1141596,14/05/2017 1:32,14/05/2017 1:52,1203.21,1st & M St NE,15th & P St NW,Subscriber
1221434,20/05/2017 3:13,20/05/2017 3:32,1093.059,34th & Water St NW,Jefferson Memorial,Subscriber
1674100,25/06/2017 8:24,25/06/2017 9:02,2259.857,Jefferson Memorial,23rd & E St NW ,Customer
18416,5/01/2017 9:05,5/01/2017 9:13,471.508,12th & L St NW,19th St & Constitution Ave NW,Subscriber
124646,24/01/2017 17:51,24/01/2017 18:00,552.001,15th & L St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
1361198,1/06/2017 8:03,1/06/2017 8:10,381.116,1st & D St SE,3rd & Tingey St SE,Subscriber
53417,12/01/2017 13:47,12/01/2017 13:53,393.111,Fenton St & Ellsworth Dr ,East West Hwy & Blair Mill Rd,Subscriber
966078,27/04/2017 8:30,27/04/2017 8:34,205.923,Thomas Circle,15th & P St NW,Subscriber
391979,27/02/2017 19:01,27/02/2017 19:12,641.456,13th St & New York Ave NW,4th & E St SW,Subscriber
1367099,2/06/2017 2:19,2/06/2017 2:21,110.082,10th & E St NW,8th & D St NW,Subscriber
265768,14/02/2017 6:22,14/02/2017 6:27,357.675,7th & T St NW,5th & K St NW,Subscriber
885881,19/04/2017 8:22,19/04/2017 8:32,604.23,15th & P St NW,Florida Ave & R St NW,Subscriber
302966,18/02/2017 17:47,18/02/2017 18:05,1106.139,22nd St & Constitution Ave NW,10th & E St NW,Customer
975872,28/04/2017 6:08,28/04/2017 6:26,1038.389,22nd & P ST NW,16th & Harvard St NW,Subscriber
176560,1/02/2017 8:35,1/02/2017 9:07,1914.685,Lynn & 19th St North,North Capitol St & F St NW,Subscriber
1278,1/01/2017 13:06,1/01/2017 13:11,344.315,Tenleytown / Wisconsin Ave & Albemarle St NW,Wisconsin Ave & Newark St NW,Subscriber
1061773,5/05/2017 1:03,5/05/2017 1:07,287.595,Saint Asaph & Madison St,Braddock Rd Metro,Subscriber
1419709,6/06/2017 4:21,6/06/2017 4:49,1727.227,4th & C St SW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
94840,19/01/2017 14:39,19/01/2017 14:50,670.259,34th St & Wisconsin Ave NW,21st & I St NW,Customer
540259,21/03/2017 8:37,21/03/2017 9:01,1443.159,Calvert St & Woodley Pl NW,Lynn & 19th St North,Subscriber
940443,25/04/2017 7:09,25/04/2017 7:24,887.779,Lincoln Memorial,North Capitol St & F St NW,Subscriber
992326,29/04/2017 7:46,29/04/2017 8:03,1036.145,7th & T St NW,Adams Mill & Columbia Rd NW,Subscriber
768709,11/04/2017 6:06,11/04/2017 6:13,434.584,Massachusetts Ave & Dupont Circle NW,15th & W St NW,Subscriber
375565,25/02/2017 13:53,25/02/2017 14:17,1388.395,California St & Florida Ave NW,14th & D St NW / Ronald Reagan Building,Subscriber
1290240,26/05/2017 8:04,26/05/2017 8:25,1286.378,Lee Hwy & N Woodstock St,Lynn & 19th St North,Subscriber
1152874,14/05/2017 12:24,14/05/2017 12:43,1141.587,11th & H St NE,3rd & Tingey St SE,Customer
1493106,11/06/2017 6:57,11/06/2017 7:36,2301.77,4th St & Madison Dr NW,Virginia Ave & 25th St NW,Customer
740005,9/04/2017 4:37,9/04/2017 5:05,1669.642,Gallaudet / 8th St & Florida Ave NE,John McCormack Dr & Michigan Ave NE,Customer
39532,10/01/2017 14:50,10/01/2017 14:54,255.752,20th St & Florida Ave NW,New Hampshire Ave & T St NW,Subscriber
1241333,21/05/2017 10:55,21/05/2017 10:58,156.537,1st & N St  SE,M St & New Jersey Ave SE,Subscriber
414480,2/03/2017 15:46,2/03/2017 16:29,2592.032,Lincoln Memorial,15th & P St NW,Customer
194603,3/02/2017 15:54,3/02/2017 15:59,285.022,15th & P St NW,15th & L St NW,Subscriber
1709484,28/06/2017 2:01,28/06/2017 2:05,285.128,3rd & Elm St NW,7th & R St NW / Shaw Library,Subscriber
625928,29/03/2017 15:38,29/03/2017 15:43,278.129,3rd & H St NE,1st & M St NE,Subscriber
355526,23/02/2017 18:51,23/02/2017 19:10,1152.866,20th & O St NW / Dupont South,9th & Upshur St NW,Subscriber
1164802,15/05/2017 10:36,15/05/2017 10:40,231.505,Oklahoma Ave & D St NE,19th & East Capitol St SE,Subscriber
470417,9/03/2017 16:35,9/03/2017 16:45,603.5,12th & L St NW,20th & E St NW,Subscriber
1701081,27/06/2017 7:12,27/06/2017 7:32,1227.603,Wisconsin Ave & Newark St NW,Thomas Circle,Customer
1628225,22/06/2017 5:01,22/06/2017 5:10,563.259,Independence Ave & L'Enfant Plaza SW/DOE,Columbus Circle / Union Station,Subscriber
480091,10/03/2017 17:39,10/03/2017 17:46,427.893,15th & P St NW,14th & Belmont St NW,Customer
614296,28/03/2017 16:34,28/03/2017 17:00,1534.535,11th & F St NW,Lincoln Memorial,Customer
1338916,30/05/2017 9:37,30/05/2017 9:41,225.954,Glebe Rd & 11th St N,Ballston Metro / N Stuart & 9th St N,Subscriber
890738,20/04/2017 2:26,20/04/2017 2:45,1130.944,18th & C St NW,17th St & Independence Ave SW,Customer
757489,10/04/2017 7:39,10/04/2017 7:58,1170.379,20th St & Florida Ave NW,Lynn & 19th St North,Subscriber
643194,31/03/2017 8:36,31/03/2017 8:40,259.265,4th & M St SW,4th & E St SW,Subscriber
1292021,26/05/2017 9:10,26/05/2017 9:34,1482.619,22nd & I St NW / Foggy Bottom,6th St & Indiana Ave NW,Subscriber
769688,11/04/2017 6:34,11/04/2017 6:56,1281.794,12th & Army Navy Dr,Jefferson Memorial,Subscriber
898436,20/04/2017 8:05,20/04/2017 8:14,515.102,Convention Center / 7th & M St NW,1st & Rhode Island Ave NW,Subscriber
1169970,16/05/2017 5:23,16/05/2017 5:51,1659.682,19th & K St NW,20th & Crystal Dr,Subscriber
970744,28/04/2017 1:40,28/04/2017 1:58,1111.696,8th & East Capitol St NE,8th & East Capitol St NE,Subscriber
1352137,31/05/2017 12:26,31/05/2017 12:31,307.004,USDA / 12th & Independence Ave SW,10th & E St NW,Subscriber
945235,26/04/2017 2:30,26/04/2017 2:52,1336.462,North Capitol St & F St NW,21st & I St NW,Subscriber
1228112,20/05/2017 9:34,20/05/2017 9:57,1400.004,Jefferson Memorial,12th & Army Navy Dr,Subscriber
56165,12/01/2017 17:56,12/01/2017 18:02,332.402,22nd & I St NW / Foggy Bottom,20th & O St NW / Dupont South,Subscriber
1620120,21/06/2017 8:05,21/06/2017 8:14,543.638,Hains Point/Buckeye & Ohio Dr SW,USDA / 12th & Independence Ave SW,Subscriber
10667,4/01/2017 8:15,4/01/2017 8:21,386.258,21st & M St NW,Kennedy Center,Subscriber
1325066,29/05/2017 8:11,29/05/2017 8:22,694.517,Calvert & Biltmore St NW,15th & P St NW,Subscriber
844151,16/04/2017 3:47,16/04/2017 5:14,5239.963,Lincoln Memorial,Lincoln Memorial,Customer
868366,18/04/2017 5:27,18/04/2017 5:31,239.072,17th & Corcoran St NW,17th St & Massachusetts Ave NW,Subscriber
953464,26/04/2017 8:45,26/04/2017 8:48,146.057,Convention Center / 7th & M St NW,5th & K St NW,Subscriber
1359848,1/06/2017 7:24,1/06/2017 7:34,591.872,Lamont & Mt Pleasant NW,16th & R St NW,Subscriber
41793,10/01/2017 19:48,10/01/2017 19:55,474.818,8th & O St NW,1st & H St NW,Subscriber
411591,2/03/2017 8:21,2/03/2017 8:30,511.624,18th St & Wyoming Ave NW,20th & E St NW,Subscriber
312114,19/02/2017 15:24,19/02/2017 17:08,6280.538,6th St & Indiana Ave NW,Lincoln Memorial,Customer
617683,28/03/2017 19:04,28/03/2017 19:15,647.328,14th & V St NW,Harvard St & Adams Mill Rd NW,Subscriber
910316,21/04/2017 8:04,21/04/2017 8:09,303.396,Massachusetts Ave & Dupont Circle NW,22nd & I St NW / Foggy Bottom,Subscriber
1161451,15/05/2017 7:40,15/05/2017 7:44,240.958,New Hampshire Ave & 24th St NW,M St & Pennsylvania Ave NW,Subscriber
243726,10/02/2017 11:07,10/02/2017 11:10,219.098,California St & Florida Ave NW,14th & V St NW,Subscriber
394689,28/02/2017 8:03,28/02/2017 9:08,3927.474,Jefferson Memorial,Jefferson Memorial,Customer
370604,25/02/2017 0:48,25/02/2017 0:54,375.678,7th & T St NW,14th & Rhode Island Ave NW,Subscriber
1655824,24/06/2017 4:42,24/06/2017 5:08,1523.456,4th & East Capitol St NE,Constitution Ave & 2nd St NW/DOL,Customer
1689204,26/06/2017 8:16,26/06/2017 8:23,451.429,22nd & P ST NW,15th & L St NW,Subscriber
127533,25/01/2017 7:30,25/01/2017 7:50,1165.16,9th & Upshur St NW,Metro Center / 12th & G St NW,Subscriber
544142,21/03/2017 16:41,21/03/2017 16:45,219.418,14th & R St NW,11th & O St NW,Subscriber
1424641,6/06/2017 7:11,6/06/2017 7:21,559.352,7th & R St NW / Shaw Library,14th & L St NW,Subscriber
677966,3/04/2017 8:10,3/04/2017 8:31,1233.063,Wisconsin Ave & O St NW,16th & Irving St NW,Subscriber
637413,30/03/2017 15:05,30/03/2017 15:24,1152.377,14th & V St NW,18th & R St NW,Subscriber
1600058,20/06/2017 4:57,20/06/2017 5:15,1096.441,Pentagon City Metro / 12th & S Hayes St,S Arlington Mill Dr & Campbell Ave,Subscriber
652461,1/04/2017 7:24,1/04/2017 7:28,245.091,Lee Hwy & N Adams St,Wilson Blvd & N Edgewood St,Subscriber
1017452,1/05/2017 6:16,1/05/2017 6:20,197.059,Georgia & New Hampshire Ave NW,14th St & Spring Rd NW,Subscriber
355319,23/02/2017 18:38,23/02/2017 18:50,687.633,15th & East Capitol St NE,2nd & G St NE,Subscriber
1640411,23/06/2017 3:09,23/06/2017 3:24,910.964,Lamont & Mt Pleasant NW,17th St & Massachusetts Ave NW,Customer
1242301,21/05/2017 11:56,21/05/2017 12:22,1529.231,4th St & Madison Dr NW,21st St & Pennsylvania Ave NW,Customer
1136923,13/05/2017 7:06,13/05/2017 7:17,700.761,Potomac & M St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1666836,25/06/2017 1:45,25/06/2017 1:57,757.139,9th & Upshur St NW,7th & R St NW / Shaw Library,Subscriber
810612,14/04/2017 3:19,14/04/2017 3:28,524.069,New Jersey Ave & R St NW,17th St & Massachusetts Ave NW,Subscriber
274582,15/02/2017 8:31,15/02/2017 8:45,849.761,1st & Rhode Island Ave NW,15th & L St NW,Subscriber
703709,5/04/2017 8:30,5/04/2017 8:38,447.516,N Randolph St & Fairfax Dr,Clarendon Metro / Wilson Blvd & N Highland St,Subscriber
1481621,10/06/2017 8:58,10/06/2017 9:10,685.722,8th & H St NW,18th & M St NW,Subscriber
642749,31/03/2017 0:59,31/03/2017 1:14,907.148,4th & East Capitol St NE,4th & M St SW,Subscriber
917865,22/04/2017 8:39,22/04/2017 8:52,795.944,5th & F St NW,14th & R St NW,Subscriber
501613,15/03/2017 17:38,15/03/2017 17:42,271.971,4th & D St NW / Judiciary Square,5th St & Massachusetts Ave NW,Subscriber
541043,21/03/2017 9:38,21/03/2017 9:45,473.105,8th & D St NW,10th St & L'Enfant Plaza SW,Subscriber
1217584,19/05/2017 11:45,19/05/2017 11:52,422.014,1st & M St NE,5th & K St NW,Subscriber
1105539,9/05/2017 8:58,9/05/2017 9:08,623.153,Georgia Ave & Emerson St NW,Fort Totten Metro,Subscriber
43553,11/01/2017 8:14,11/01/2017 8:22,458.081,13th & D St NE,2nd St & Massachusetts Ave NE,Subscriber
1455958,8/06/2017 9:55,10/06/2017 8:14,166747.699,2nd St & Massachusetts Ave NE,Union Market/6th St & Neal Pl NE,Customer
623481,29/03/2017 11:46,29/03/2017 11:56,615.907,18th St & Pennsylvania Ave NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1552012,16/06/2017 2:16,16/06/2017 2:26,635.687,20th & O St NW / Dupont South,21st & I St NW,Subscriber
1244791,22/05/2017 3:28,22/05/2017 3:48,1201.257,6th & H St NE,Eastern Market / 7th & North Carolina Ave SE,Customer
1085697,8/05/2017 3:14,8/05/2017 3:28,863.549,5th & F St NW,4th & W St NE,Subscriber
39878,10/01/2017 16:17,10/01/2017 16:36,1138.516,21st St & Pennsylvania Ave NW,L'Enfant Plaza / 7th & C St SW,Subscriber
192787,3/02/2017 9:36,3/02/2017 9:39,168.286,Thomas Circle,13th St & New York Ave NW,Subscriber
1750915,30/06/2017 12:17,30/06/2017 12:38,1246.122,C & O Canal & Wisconsin Ave NW,14th & V St NW,Customer
919389,22/04/2017 11:26,22/04/2017 11:36,571.174,8th & O St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
1197097,18/05/2017 6:03,18/05/2017 6:18,912.264,New Hampshire Ave & T St NW,4th & D St NW / Judiciary Square,Subscriber
1674007,25/06/2017 8:19,25/06/2017 8:34,919.132,17th & Corcoran St NW,Convention Center / 7th & M St NW,Customer
69744,15/01/2017 11:37,15/01/2017 12:24,2818.961,19th & E Street NW,Kennedy Center,Customer
1449695,8/06/2017 6:24,8/06/2017 6:27,171.214,5th St & Massachusetts Ave NW,8th & H St NW,Subscriber
628391,29/03/2017 17:42,29/03/2017 17:48,360.808,Clarendon Metro / Wilson Blvd & N Highland St,Fairfax Dr & Kenmore St,Subscriber
273496,15/02/2017 7:15,15/02/2017 7:30,890.345,Calvert St & Woodley Pl NW,14th & Upshur St NW,Subscriber
845423,16/04/2017 4:57,16/04/2017 5:34,2237.506,1st & N St  SE,18th St & Pennsylvania Ave NW,Customer
132892,25/01/2017 17:32,25/01/2017 17:45,772.051,Henry Bacon Dr & Lincoln Memorial Circle NW,17th St & Massachusetts Ave NW,Subscriber
1025600,2/05/2017 4:08,2/05/2017 4:19,638.218,S Stafford & 34th St S,S Stafford & 34th St S,Subscriber
1734565,29/06/2017 9:05,29/06/2017 9:16,624.195,11th & F St NW,Rhode Island & Connecticut Ave NW,Subscriber
1269189,24/05/2017 7:10,24/05/2017 7:23,827.432,Wilson Blvd & N Quincy St,Clarendon Blvd & Pierce St,Customer
141565,26/01/2017 17:40,26/01/2017 17:45,308.765,11th & F St NW,11th & M St NW,Subscriber
1036449,2/05/2017 12:10,2/05/2017 12:32,1345.091,14th & V St NW,US Dept of State / Virginia Ave & 21st St NW,Customer
124893,24/01/2017 18:06,24/01/2017 18:28,1306.274,Massachusetts Ave & Dupont Circle NW,Wisconsin Ave & Newark St NW,Subscriber
675124,3/04/2017 6:08,3/04/2017 6:12,233.688,Convention Center / 7th & M St NW,New Jersey Ave & N St NW/Dunbar HS,Subscriber
205626,5/02/2017 16:20,5/02/2017 17:34,4430.217,21st & I St NW,Lincoln Memorial,Customer
1299079,27/05/2017 4:33,27/05/2017 5:36,3766.67,Kennedy Center,14th & D St NW / Ronald Reagan Building,Customer
153967,28/01/2017 15:29,28/01/2017 15:35,350.371,Columbia Rd & Belmont St NW,Massachusetts Ave & Dupont Circle NW,Customer
141645,26/01/2017 17:44,26/01/2017 17:56,735.722,18th & M St NW,Harvard St & Adams Mill Rd NW,Subscriber
1559936,16/06/2017 8:33,16/06/2017 8:54,1289.064,8th & Eye St SE / Barracks Row,17th & K St NW / Farragut Square,Subscriber
380665,26/02/2017 12:26,26/02/2017 12:30,270.991,17th & Corcoran St NW,14th & Rhode Island Ave NW,Subscriber
549958,22/03/2017 7:54,22/03/2017 8:01,438.782,10th & U St NW,15th & L St NW,Subscriber
652781,1/04/2017 8:01,1/04/2017 8:04,233.942,Tenleytown / Wisconsin Ave & Albemarle St NW,Connecticut & Nebraska Ave NW,Subscriber
997409,29/04/2017 11:52,29/04/2017 1:10,4682.257,Jefferson Dr & 14th St SW,New York Ave & 15th St NW,Customer
957157,27/04/2017 2:13,27/04/2017 2:26,777.391,20th & L St NW,7th & R St NW / Shaw Library,Subscriber
975534,28/04/2017 5:57,28/04/2017 6:07,606.367,Washington & Independence Ave SW/HHS,1st & N St  SE,Subscriber
466674,9/03/2017 10:39,9/03/2017 10:50,621.853,Maryland & Independence Ave SW,17th St & Independence Ave SW,Customer
1172810,16/05/2017 6:55,16/05/2017 7:00,281.633,Jefferson Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
1410402,5/06/2017 5:57,5/06/2017 6:10,781.069,10th & K St NW,6th & K St NE,Subscriber
1705707,27/06/2017 9:21,27/06/2017 9:26,320.45,10th & U St NW,14th & Belmont St NW,Subscriber
1234032,21/05/2017 2:27,21/05/2017 2:46,1163.996,14th & G St NW,6th & K St NE,Customer
1603444,20/06/2017 6:44,20/06/2017 6:50,375.947,15th & L St NW,16th & R St NW,Subscriber
388641,27/02/2017 14:11,27/02/2017 14:28,1027.242,12th & U St NW,22nd & I St NW / Foggy Bottom,Subscriber
1304913,27/05/2017 11:11,27/05/2017 11:27,998.938,Constitution Ave & 2nd St NW/DOL,19th St & Constitution Ave NW,Customer
1187479,17/05/2017 7:49,17/05/2017 8:11,1294.095,Court House Metro / 15th & N Uhle St ,18th St & Pennsylvania Ave NW,Customer
386795,27/02/2017 8:46,27/02/2017 9:01,921.376,Eastern Market / 7th & North Carolina Ave SE,1st & M St NE,Subscriber
318832,20/02/2017 10:34,20/02/2017 10:38,218.709,10th & U St NW,14th & V St NW,Subscriber
1367631,2/06/2017 3:05,2/06/2017 3:13,515.271,4th St & Madison Dr NW,1st & D St SE,Subscriber
849947,16/04/2017 9:49,16/04/2017 9:54,262.937,11th & Kenyon St NW,Georgia & New Hampshire Ave NW,Subscriber
744070,9/04/2017 8:25,9/04/2017 8:59,2037.522,16th & Harvard St NW,1st & M St NE,Customer
1319742,29/05/2017 3:07,29/05/2017 5:02,6889.196,19th St & Constitution Ave NW,Lincoln Memorial,Customer
56141,12/01/2017 17:55,12/01/2017 18:01,388.783,M St & Delaware Ave NE,Neal St & Trinidad Ave NE,Subscriber
1274369,24/05/2017 11:52,24/05/2017 11:57,276.732,Saint Asaph St & Pendleton  St,King St & Patrick St,Subscriber
